NIDID,Dam_Name,Insp_Date,Submit_Date,River,City_02,County,State,Cong_Dist,Cong_Rep,Party,Owner_Type,Owner_Name,Year_Comp,Year_Mod,Private_Dam,NPDP_Hazard,Permit_Auth,Insp_Auth,Enfrc_Auth,Juris_Dam,NID_Height,NID_Storage,Dam_Length,Max_Discharge,Drain_Area,Dam_Designer,EAP,Insp_Freq,St_Reg_Dam,St_Reg_Agncy,Volume,Fed_Fund,Fed_Design,Fed_Con,Fed_Reg,Fed_Insp,Srce_Agncy,Oth_StrucID,Num_Struc,Longitude,Latitude
DE00031,SILVER LAKE DAM - DOVER,2009-10-13,2013-02-04,SAINT JONES RIVER,DOVER,KENT,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF DOVER,1900,,N,SIGNIFICANT,Y,Y,Y,Y,17.07,1835,400,5000,32,,N,1,Y,DNREC,,,,,,,DE,,0,-75.5215,39.1682
DE00041,SILVER LAKE DAM - MILFORD,2011-12-21,2013-02-04,MISPILLION RIVER,MILFORD,KENT,DE,DE00,JOHN C. CARNEY JR. (D),D,STATE,DNREC DFW,1964,,N,HIGH,Y,Y,Y,Y,13.36,520,810,5040,30,,Y,1,Y,DNREC,,,,,,,DE,,0,-75.433,38.9113
VA04924,SIMANSKE DAM,,2013-03-12,,,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,HENRY SIMANSKE,,,N,LOW,Y,Y,Y,Y,21,63,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.3783,37.3433
VA19910,SKIMINO POND DAM,2008-07-21,2013-02-27,TR-SKIMINO CREEK,CAMP PEARY,YORK,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,DOD CAMP PEARY,1950,,N,LOW,Y,Y,Y,Y,7,58,450,30,0.31,,NR,5,Y,DCR,0,,,,DOD USN,DOD USN,DOD USN,,0,-76.6712,37.3623
VA08102,SLAGLES DAM,,2013-03-12,THREE CREEK,ST RT 614,GREENSVILLE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,SLAGLE ESTATE,1900,,N,SIGNIFICANT,Y,Y,Y,Y,16,678,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.53,36.745
VA02936,SLATE RIVER DAM #7,2012-04-06,2013-03-12,JAMISON BRANCH,VA STATE ROUTE-746,BUCKINGHAM,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,PETER FRANCISCO SWCD,1991,0,N,SIGNIFICANT,Y,Y,Y,Y,50.29,2670,794,11992,11.94,USDA NRCS,Y,0,Y,DCR,177340,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.65,38.4666
VA04713,SMILEY - HENRY,,2013-03-12,TR-THORTON RIVER,SR 626,CULPEPER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,RUSSELL A. ROYSTON,1975,,N,LOW,Y,Y,Y,Y,29,81,350,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.0216,38.6316
VA13103,SMITH DAM,,2013-03-12,TR-THE GULF,WHITE CLIFFS,NORTHAMPTON,VA,VA02,E. SCOTT RIGELL (R),R,PRIVATE,TOM SMITH,1954,,N,,Y,Y,Y,Y,10,114,485,16,,,NR,0,Y,DCR,5160,,USDA NRCS,,,,VA,,0,-75.9833,37.3616
VA09311,SMITHFIELD DOWNS GOLF COURSE DAM,,2013-03-12,TR-JONES CREEK,,ISLE OF WIGHT,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,R. BRENT TAYLOR,,,N,LOW,Y,Y,Y,Y,18,87,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.58,36.9433
VA09315,SMITHFIELD LAKE DAM,,2013-03-12,MOUNT HOLLY CREEK,,ISLE OF WIGHT,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,TOWN OF SMITHFIELD,,,N,LOW,Y,Y,Y,Y,19,653,300,,2.68,,N,0,Y,DCR,,,,,,,VA,,0,-76.665,36.9766
VA03303,SMOOTS POND DAM,2010-09-20,2013-02-27,SMOOTS RUN,SMOOTS,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,FORT A P HILL,1949,,N,LOW,Y,Y,Y,Y,14,642.14,325,863.3,7.76,VDOT,Y,5,Y,DCR,3555,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.115,38.0183
MD00242,SNELL ESTATES,2011-03-22,2013-02-04,OFFSTREAM-MIDDLE RUN,,CARROLL,MD,MD08,CHRIS VAN HOLLEN (D),D,PRIVATE,SNELL ESTATES HOMEOWNERS ASSOC,1979,1979,N,LOW,Y,Y,Y,Y,14,83,1400,130,0.3,WELLER ASSOC.,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.1163,39.3927
VA00105,SNYDER DAM,,2013-03-12,SELBY MILL BRANCH,,ACCOMACK,VA,VA02,E. SCOTT RIGELL (R),R,PRIVATE,DONALD J SNYDER,,,N,LOW,Y,Y,Y,Y,12,219,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-75.4433,38.0016
VA14921,SOLDIERS POND DAM,,2013-03-12,TR-HARRISON CREEK,,PRINCE GEORGE,VA,VA03,ROBERT C. ???BOBBY??? SCOTT (D),D,FEDERAL,DOI NPS MAR PETE,,,N,,N,N,N,N,26,25,,,,,N,0,N,DCR,,,,,,,VA,,0,-77.355,37.2266
VA02932,SOLITE CORP. DAM,,2013-03-12,SLATE RIVER (OFF STREAM),,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,PRIVATE,SOLITE CORP.,,,N,LOW,Y,Y,Y,Y,18,121,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.3233,37.71
VA10932,SOUTH ANNA DAM #4,2011-09-12,2013-03-12,TR-SOUTH ANNA,,LOUISA,VA,VA07,ERIC CANTOR (R),R,LOCAL GOVERNMENT,THOMAS JEFFERSON SWCD,1981,0,N,LOW,Y,Y,Y,Y,36,2100,830,1451,4.52,USDA NRCS,Y,0,Y,DCR,66800,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.1916,38.0333
VA14340,SOUTH OF DANVILLE DAM,,2013-03-12,TR-DAN RIVER,,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,"CITY OF DANVILLE, UTILLITIES DEPT.",,,N,LOW,N,N,N,N,28,83,,,,,NR,0,N,DCR,,,,,,,VA,,0,-79.3433,36.565
VA00302,SOUTH RIVANNA DAM,,2013-03-12,,,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,PUBLIC UTILITY,RIVANNA WATER AND SEWER AUTHORITY,1966,,N,HIGH,Y,Y,Y,Y,47,50000,,,259,,N,0,Y,DCR,,,,,,,VA,,0,-78.4683,38.105
VA01522,SOUTH RIVER DAM #7,2011-10-11,2013-03-12,TR-SOUTH RIVER,WILDA ROAD 652,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,HEADWATERS SWCD,1957,0,N,HIGH,Y,Y,Y,Y,46,690,763,6242,2.3,USDA NRCS,Y,0,Y,DCR,79000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-79.0966,38.0183
VA01528,SOUTH RIVER DAM #8A,2011-10-11,2013-03-12,TR- SOUTH RIVER,,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,CITY OF WAYNESBORO,1980,,N,HIGH,Y,Y,Y,Y,58,1250,3300,11174,2.5,USDA NRCS,Y,0,Y,DCR,158100,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.8733,38.0516
VA00374,SOUTHERN REGIONAL PARK DAM,2007-03-15,2013-03-12,WALNUT BRANCH HARDWARE RIVER,,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,ALBEMARLE COUNTY,1974,,N,LOW,Y,Y,Y,Y,45,953.29,350,,2.2,"GLOCKNER & OSBORNE, INC.",Y,0,Y,DCR,,,,,,,VA,,0,-78.5871,37.9206
VA14520,SOUTHERN SERVICE CORP. DAM,,2013-03-12,TRIB. JONES CREEK,,POWHATAN,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,SOUTHERN SERVICE CORP.,,,N,LOW,Y,Y,Y,Y,18,224,800,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.8691,37.543
VA04909,SPORTS DAM,,2013-03-12,RANDOLPH CREEK,TRENTON MILLS,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,A. M. JOHNSON ESTATE,1850,,N,LOW,Y,Y,Y,Y,14,273,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.23,37.6283
VA03717,SPRING CREEK LAKE,,2013-03-12,,,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,PRIVATE,ROBERT FOLEY,,,N,LOW,Y,Y,Y,Y,23.69,51.38,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.5028,37.6807
VA18305,SPRING HILL DAM,,2013-03-12,COPPAHAUNK SWAMP,ST RT 603,SUSSEX,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,SPRING HILL FISHING CLUB,1920,,N,LOW,Y,Y,Y,Y,12,312,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.9983,37.025
VA13714,SPRING VALE DAM,2001-11-13,2013-03-12,MOUNTAIN RUN,,ORANGE,VA,VA07,ERIC CANTOR (R),R,PRIVATE,J.E. TAYLOR TRUST DTD,1968,,N,LOW,Y,Y,Y,Y,36.39,329,1560,,0.59,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.05,38.275
VA06111,SPRINGHILL FARM DAM,2003-08-18,2013-03-12,GUPTON RUN,NONE,FAUQUIER,VA,VA05,ROBERT HURT (R),R,PRIVATE,EDWARD P. EVANS,1958,,N,LOW,Y,Y,Y,Y,28,127,600,,0.68,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-77.7166,38.6766
VA08525,STANLEY DAM,,2013-03-12,TRIB.  SOUTH ANNA RIVER,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"RAGLAND, JAMES AND ANNA",,,N,LOW,Y,Y,Y,Y,36,645,400,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.5816,37.8
VA02706,STAR BRANCH DAM #1,,2013-03-12,STAR BRANCH(OFF STREAM),HARMAN,BUCHANAN,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,HARMAN MINING CORPORATION,1960,,N,LOW,N,N,N,N,79,770,,,,,NR,0,N,DCR,,,,,,,VA,,0,-82.2033,37.2966
VA00710,STARK DAM,,2013-03-12,TAYLORS BRANCH,RT.153,AMELIA,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,THOMAS STARK III,1975,,N,,N,N,N,N,27,99,580,1074,,,NR,0,N,DCR,14860,,USDA NRCS,,,,VA,,0,-77.9016,37.305
VA06514,STATE PRISON CAMP #12 DAM,,2013-03-12,OLIVER CREEK,PAYNES MILL,FLUVANNA,VA,VA05,ROBERT HURT (R),R,STATE,VA DEPARTMENT OF CORRECTIONS,1967,,N,,Y,Y,Y,Y,17,84,336,,,,NR,0,Y,DCR,8983,,USDA NRCS,,,,VA,,0,-78.2666,37.98
VA01518,STAUNTON DAM,2008-04-22,2013-03-12,NORTH RIVER,STOKESVILLE,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,CITY OF STAUNTON,1925,,Y,HIGH,Y,Y,Y,Y,46,416,266,,28.9,FULLER & MCCLINTOCK,Y,0,Y,DCR,,,,,,,VA,,0,-79.2083,38.3333
VA19503,STEER BRANCH DAM,,2013-03-12,,,WISE,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,FLAT GAP MINING COMPANY,1955,,N,LOW,N,N,N,N,210,40,,,,,NR,0,N,DCR,,,,,DOL MSHA,DOL MSHA,VA,,0,-82.6683,37.0466
VA14727,STERLING LAKE DAM,,2013-03-12,TR-RICE CREEK,RT. 630,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,PRIVATE,S. E. FLOWER,1974,,N,LOW,Y,Y,Y,Y,20,65,341,1617,,,NR,0,Y,DCR,5531,,USDA NRCS,,,,VA,,0,-78.4333,37.1616
VA12509,STEVENS LAKE DAM,,2013-03-12,TR-BROWN CREEK,TOWN OF COLLEEN,NELSON,VA,VA05,ROBERT HURT (R),R,PRIVATE,RUSSEL A. STEVENS,1960,,N,HIGH,Y,Y,Y,Y,31,38,,,0.13,,N,0,Y,DCR,,,,,,,VA,,0,-78.9166,37.715
MD00255,STILLPOND CREEK DAM,2011-03-09,2013-02-04,STILLPOND CREEK,,KENT,MD,MD01,ANDY HARRIS (R),R,PRIVATE,"RICE, PETER P. & ELIZABETH A.",1963,1963,N,SIGNIFICANT,Y,Y,Y,Y,14,359,660,2224,4.1,,Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.0833,39.3183
VA05312,STOKES DAM,,2013-03-12,HATCHER RUN,,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,ALLEN AILSTOCK (ONE OF THE OWNERS),,,N,LOW,Y,Y,Y,Y,15,75,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.6316,37.1566
VA08529,STONE DAM,,2013-03-12,TRIB. WOLF SWAMP,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,M. T. STONE,,,N,LOW,Y,Y,Y,Y,15,58,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.6748,37.791
VA08526,STONEHAVEN DAM,,2013-03-12,,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,ROCKVILLE DEVELOPMENT CORP.,,,N,LOW,Y,Y,Y,Y,8,193,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.6586,37.7494
VA07529,STONY POND DAM,2012-02-09,2013-03-12,STONEY RUN,,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"CHASTAIN, INC.",1997,,N,,Y,Y,Y,Y,26.39,246,350,,0.94,KOOTZ-BRYANT,Y,0,Y,DCR,,,,,,,VA,,0,-77.7671,37.6233
VA19105,STRAIGHT BRANCH,,2013-03-12,,,WASHINGTON,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,USDA FOREST SERVICE,,2009,N,LOW,N,N,N,N,30,160,,,3.5,,NR,0,N,,,,,,,,VA,,0,-81.6866,36.6533
VA17105,STRASBURG DAM,2012-04-24,2013-03-12,LITTLE PASSAGE CREEK,,SHENANDOAH,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,TOWN OF STRASBURG,1955,,Y,LOW,Y,Y,Y,Y,36,89,1109,,0.9,WILEY & WILSON,Y,0,Y,DCR,,,,,,,VA,,0,-78.355,38.945
VA06513,STRICKLER & BENZINGER'S DAM,,2013-03-12,OLIVER CREEK,PAYNES MILL,FLUVANNA,VA,VA05,ROBERT HURT (R),R,NOT LISTED,STRICKLER & BENZINGER,1969,,N,,Y,Y,Y,Y,23,108,344,518,,,NR,0,Y,DCR,41298,,USDA NRCS,,,,VA,,0,-78.2633,37.9766
VA01924,STROOBANTS DAM #2,,2013-03-12,,,BEDFORD,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,ALPHONSE STROOBANTS,,1999,N,LOW,N,N,N,N,28,67,,,,,NR,0,N,DCR,,,,,,,VA,,0,-79.3333,37.2666
VA08309,STUMP POND DAM,2010-06-01,2013-03-12,TR-ROANOKE RIVER,,HALIFAX,VA,VA05,ROBERT HURT (R),R,PUBLIC UTILITY,DOMINION GENERATION,,1996,N,LOW,Y,Y,Y,Y,15,108,,,0.1,,NR,0,Y,DCR,,,,,,,VA,,0,-78.6933,36.8666
VA01529,SUGARLOAF FARM DAM,,2013-03-12,EDISON CREEK,,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,GRAY FERGUSON,1995,,N,LOW,N,N,N,N,20,120,525,,3.7,,Y,0,N,DCR,,,,,,,VA,,0,-79.17,38.1116
MD00308,SUMMIT HALL PARK DAM,2012-05-18,2013-02-04,TR-MUDDY BRANCH,GAITHERSBURG,MONTGOMERY,MD,MD06,JOHN K. DELANEY (D),D,LOCAL GOVERNMENT,CITY OF GAITHERSBURG,1993,1993,N,HIGH,Y,Y,Y,Y,14,16,700,1000,0.1,"MACRIS, HENDRICKS",Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.191,39.1335
VA00712,SUNDERS DAM,2012-02-28,2013-03-12,APPOMATTOX RIVER,APPOMATTOX,AMELIA,VA,VA04,J. RANDY FORBES (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1951,,N,,Y,Y,Y,Y,22,61,360,4060,,,NR,0,Y,DCR,13350,,USDA NRCS,,,,VA,,0,-77.9083,37.4616
VA14529,SUNFISH POND DAM,,2013-03-12,TRIB. SALLIE CREEK,,POWHATAN,VA,VA04,J. RANDY FORBES (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,,,N,LOW,Y,Y,Y,Y,26,136,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.998,37.5448
VA18101,SUNKEN MEADOW DAM,,2013-03-12,SUNKEN MEADOW CREEK,TRAILER PARK,SURRY,VA,VA03,ROBERT C. ???BOBBY??? SCOTT (D),D,STATE,VA DEPARTMENT OF TRANSPORTATION,1850,,N,HIGH,Y,Y,Y,Y,14,1056,,,7.82,,N,0,Y,DCR,,,,,,,VA,,0,-76.9333,37.2166
VA10911,SWIFTS DAM,,2013-03-12,LITTLE RIVER,VA STATE ROUTE - 609,LOUISA,VA,VA07,ERIC CANTOR (R),R,NOT LISTED,ANSON FISHER,1850,,N,SIGNIFICANT,Y,Y,Y,Y,15,120,,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.8016,37.9433
VA13303,SYDNORS MILLPOND DAM,,2013-03-12,HULL CREEK,,NORTHUMBERLAND,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,C. R. ANDERSON,,,N,LOW,Y,Y,Y,Y,11,213,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.3845,37.9108
VA15302,T. NELSON ELLIOTT DAM,2010-09-10,2013-03-12,BROAD RUN,,PRINCE WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,LOCAL GOVERNMENT,CITY OF MANASSAS,1968,,N,HIGH,Y,Y,Y,Y,79,28000,1250,,60,"HAYES, SEAY, MATTERN & MATTERN, INC.",Y,0,Y,DCR,,,,,,,VA,,0,-77.6216,38.7633
VA06516,T. POTTS DAM #1,,2013-03-12,,,FLUVANNA,VA,VA05,ROBERT HURT (R),R,NOT LISTED,THEODORE R. POTTS,,,N,LOW,Y,Y,Y,Y,28,65,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.4416,37.8166
VA06517,T. POTTS DAM #2,,2013-03-12,BRIERY CREEK,,FLUVANNA,VA,VA05,ROBERT HURT (R),R,NOT LISTED,T. POTTS,1970,,N,,Y,Y,Y,Y,20,77,296,,,,NR,0,Y,DCR,22098,,USDA NRCS,,,,VA,,0,-78.4283,37.865
MD00178,TALBOT COUNTRY CLUB POND,2012-07-12,2013-02-04,TR-TRIPPE CREEK,SEE REMARKS,TALBOT,MD,,,,PRIVATE,TALBOT COUNTRY CLUB,1963,1991,N,LOW,Y,Y,Y,Y,12,109,550,51,0.2,USDA NRCS;W E DARLING,NR,5,Y,MD DAM SAFETY,10000,,USDA NRCS,,,,MD,,0,-76.0947,38.7211
VA08515,TALLEY MILLPOND DAM,,2013-03-12,MATADEQUIN CREEK,ROUTE 360,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,A. B. CARTER,1900,,N,LOW,Y,Y,Y,Y,17,165,600,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.2738,37.6356
VA12710,TAYLORS DAM,,2013-03-12,,,NEW KENT,VA,VA07,ERIC CANTOR (R),R,PRIVATE,G. V. TAYLOR,,,N,LOW,Y,Y,Y,Y,17,170,800,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.8266,37.5003
MD00337,TEELS LAKE DAM,2012-02-23,2013-02-04,SWANTOWN CREEK,SHOREWOOD ESTATES,KENT,MD,MD01,ANDY HARRIS (R),R,PRIVATE,TEELS LAKE LTD PARTNERSHIP,1961,"2004,H",N,,Y,Y,Y,Y,11,376,200,2570,3.8,LAW ENGINEERING,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-75.8485,39.3536
VA13522,TERZS DAM,,2013-03-12,AYLERS CREEK,,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,JOSE J. TERZ,,,N,LOW,Y,Y,Y,Y,23,97,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.2233,37.2866
VA19307,THOMAS BRANCH DAM,,2013-03-12,THOMAS BRANCH,ST. RT. 643,WESTMORELAND,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,WALTER HENDRICKS,1965,,N,,Y,Y,Y,Y,23,199,391,4250,,,NR,0,Y,DCR,25038,,USDA NRCS,,,,VA,,0,-76.905,38.1533
VA03124,THOMAS DAM,,2013-03-12,TR-ARCHER CREEK,ALTAVISTA,CAMPBELL,VA,VA05,ROBERT HURT (R),R,PRIVATE,C. THOMAS,1981,,N,,Y,Y,Y,Y,24,85,200,102,0.15,,NR,0,Y,DCR,10600,,USDA NRCS,,,,VA,,0,-79.02,37.3733
VA06107,THOMPSON DAM,2011-03-14,2013-03-12,CROOKED RUN,NONE,FAUQUIER,VA,VA05,ROBERT HURT (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1965,,N,LOW,Y,Y,Y,Y,52,300,560,,1.48,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-77.9933,38.9566
VA14322,THORTON DAM,,2013-03-12,SANDY CREEK,RT. 730,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,TOMMY K. & LACEY M. THORTON,,,N,,N,N,N,N,29,94,,,,,NR,0,N,DCR,,,,,,,VA,,0,-79.2783,36.6583
VA11109,THOWHORN,,2013-03-12,TR-REEDY CREEK,,LUNENBURG,VA,VA05,ROBERT HURT (R),R,PRIVATE,C. W. THOWHORN,,,N,LOW,Y,Y,Y,Y,16,51,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.28,36.94
VA14525,TILMANS DAM,,2013-03-08,FINE CREEK,FINE CREEK MILLS,POWHATAN,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,EDWARD AND JAMES TILMAN,1974,,N,,N,N,N,N,11,69,415,267,,,NR,0,N,,2588,,USDA NRCS,,,,USDA NRCS,,0,-77.9112,37.6072
VA08543,TIMBERLAKE DAM #3,,2013-03-12,MARTINS CREEK,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,RILEY B. LOWE,,,N,LOW,Y,Y,Y,Y,23,159,340,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.3316,37.7116
VA10735,TIPPECANOE LAKE DAM,2008-01-15,2013-03-12,TR-RUSSEL BRANCH,,LOUDOUN,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,ASHBURN VILLAGE COMMUNITY ASSOCIATION,1990,,N,,Y,Y,Y,Y,16.5,52,,,0.3,"HUNTLEY, NYCE & ASSOC, PC",Y,0,Y,DCR,,,,,,,VA,,0,-77.4733,39.0333
VA09304,TORMENTO DAM,,2013-03-12,TORMENTO CREEK,PAGAN RIVER,ISLE OF WIGHT,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,TORMENTO IRRIGATION CO.,1959,,N,,Y,Y,Y,Y,17,832,430,3015,,,NR,0,Y,DCR,78000,,USDA NRCS,,,,VA,,0,-76.6116,37.0166
MD00241,TOWER HILL COMMUNITY POND DAM,2011-07-11,2013-02-04,POPLAR CREEK,,ST. MARYS,MD,MD05,STENY H. HOYER (D),D,PRIVATE,TOWER HILL CIVIC ASSOCIATION,1975,"2003,S",N,,Y,Y,Y,Y,27,28,312,22,2.9,USDA NRCS;JOHN COTTON,N,3,Y,MD DAM SAFETY,12400,,USDA NRCS,,,,MD,,0,-76.575,38.2177
MD00339,TOWER OAKS,2009-05-05,2013-02-04,TR-CABIN JOHN CREEK,,MONTGOMERY,MD,MD08,CHRIS VAN HOLLEN (D),D,PRIVATE,TOWER-DAWSON LTD PARTNERSHIP,1999,,N,,Y,Y,Y,Y,25,30,200,1300,0.3,LOIDERMAN & ASSOC,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.1522,39.0671
VA17708,TOWLES DAM,,2013-03-12,BLACK ROCK RUN,ROUTE 691,SPOTSYLVANIA,VA,VA07,ERIC CANTOR (R),R,PRIVATE,LOCAL CLUB,1955,,N,LOW,Y,Y,Y,Y,16,275,330,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.67,38.14
VA11911,TOWN BRIDGE POND DAM,,2013-03-12,,,MIDDLESEX,VA,VA01,ROBERT J. WITTMAN (R),R,STATE,VA DEPARTMENT OF TRANSPORTATION,,,N,LOW,Y,Y,Y,Y,13,364,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.6,37.6333
VA09710,TOWNSEND DAM,,2013-03-12,,,KING AND QUEEN,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,JOHN FREEMAN TOWNSEND,,,N,LOW,Y,Y,Y,Y,20,105,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.77,37.695
VA10120,TOWNSENDS DAM #1,,2013-03-12,TR- PAMUNKEY RIVER,RT. 604,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,JAMES TOWNSEND,1951,,N,,Y,Y,Y,Y,12,69,257,747,,,NR,0,Y,DCR,5437,,USDA NRCS,,,,VA,,0,-77.1908,37.7005
VA10119,TOWNSENDS DAM 2,,2013-03-08,TR- PAMUNKEY RIVER,PAMUNKEY RIVER,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,HUGH B. TOWNSEND,1964,,N,,N,N,N,N,17,141,300,87,,,NR,0,N,,7074,,USDA NRCS,,,,USDA NRCS,,0,-77.205,37.7027
VA19312,TRAVIS DAM,,2013-03-12,RUIN BRANCH,ST. RT. 637,WESTMORELAND,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,TRAVIS & LEEMAN,1961,,N,,Y,Y,Y,Y,18,170,360,1512,,,NR,0,Y,DCR,12432,,USDA NRCS,,,,VA,,0,-76.825,38.0833
VA04724,TROIANO DAM,2010-06-14,2013-03-12,TR-MOUNTAIN RUN,,CULPEPER,VA,VA07,ERIC CANTOR (R),R,NOT LISTED,LESTER ALLEN JENKINS,1982,,N,,Y,Y,Y,Y,21,168,500,,0.73,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.1016,38.4783
VA02922,TURNER DAM,,2013-03-12,TR-BEAR GARDEN CREEK,,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,PRIVATE,ROBERT O. TURNER,,,N,LOW,Y,Y,Y,Y,22,81,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.3583,37.6316
VA09524,TUTTERS NECK POND DAM,,2013-03-12,,,JAMES CITY,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,FORT MAGRUDER FISH CLUB,,,N,LOW,Y,Y,Y,Y,13,100,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.685,37.2516
VA10301,TWIN BRANCH MILLDAM,,2013-03-12,,,LANCASTER,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,F. MARTIN & T. LITTLE/VERNON  GRAMMER,,,N,LOW,Y,Y,Y,Y,15,115,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.4483,37.795
